word_freq_match,word_pair_match,trigram_match,sent_match,plag
83.8888888888889,100.0,0,88.78205128205128,0
80.30303030303031,0,0,100.0,1
85.8974358974359,0,0,95.0,0
81.25,0,0,100.0,1
100.0,0,0,93.18181818181819,0
81.96969696969698,75.0,0,90.625,0
88.33333333333334,0,0,88.46153846153847,0
91.66666666666667,0,0,96.875,1
85.55555555555557,0,0,100.0,0
100.0,0,0,93.25396825396825,1
92.38738738738738,97.22222222222223,100.0,94.96173469387756,1
92.85714285714286,0,0,100.0,0
100.0,0,0,100.0,0
80.55555555555556,0,0,100.0,1
91.02564102564104,100.0,0,96.2962962962963,0
91.88967136150234,99.31506849315069,100.0,94.32624113475178,1
100.0,0,0,100.0,0
95.83333333333333,0,0,100.0,1
83.33333333333333,0,0,100.0,0
100.0,0,0,100.0,0
98.85245901639344,100.0,100.0,94.86666666666666,0
83.33333333333333,0,0,100.0,1
80.0,0,0,100.0,0
100.0,0,0,100.0,0
90.27777777777779,100.0,0,95.3125,1
97.36842105263158,75.0,0,86.7171717171717,0
92.85714285714286,0,0,100.0,1
91.66666666666667,0,0,100.0,0
100.0,0,0,88.88888888888887,1
84.89583333333334,0,0,99.10714285714286,0
73.26923076923077,100.0,0,98.07692307692308,0
90.0,0,0,96.66666666666667,0
84.84848484848486,0,0,100.0,1
100.0,0,0,95.0,0
91.2280701754386,100.0,0,90.40404040404042,1
93.8135593220339,98.64864864864865,97.36842105263158,93.42592592592592,0
88.8888888888889,0,0,100.0,1
76.66666666666667,0,0,93.75,0
90.0,0,0,87.5,0
100.0,0,0,90.68627450980391,1
81.70634920634922,0,0,99.03846153846153,0
88.88888888888889,0,0,100.0,1
90.9090909090909,0,0,96.42857142857143,0
88.33333333333334,0,0,100.0,1
100.0,0,0,100.0,0
82.12962962962963,100.0,0,96.73913043478261,0
100.0,0,0,91.66666666666667,0
93.75,0,0,100.0,1
85.18518518518519,0,0,100.0,0
93.13725490196079,100.0,0,93.96551724137932,1
95.15277777777779,100.0,100.0,93.14655172413794,1
100.0,0,0,100.0,0
100.0,0,0,95.45454545454545,0
91.66666666666667,0,0,91.66666666666667,1
93.33333333333333,0,0,96.18055555555554,0
97.07951070336391,100.0,100.0,96.57604323780795,1
81.25,0,0,93.75,0
90.47619047619048,0,0,100.0,1
92.5925925925926,0,0,94.64285714285714,0
87.03703703703704,0,0,93.18181818181819,0
93.80952380952381,100.0,100.0,95.9375,0
87.03703703703704,0,0,100.0,1
91.66666666666667,0,0,93.75,0
89.74358974358975,0,0,100.0,1
100.0,0,0,90.9090909090909,0
82.36111111111111,100.0,0,97.5,0
100.0,0,0,100.0,0
94.44444444444444,100.0,0,93.18181818181819,1
76.66666666666667,0,0,100.0,0
81.94444444444444,100.0,0,94.44444444444444,1
90.64465408805032,99.24242424242425,100.0,96.04166666666666,1
100.0,0,0,100.0,0
100.0,0,0,100.0,0
100.0,0,0,87.5,1
93.93939393939395,100.0,0,95.0,0
87.6923076923077,100.0,0,97.0,0
95.45454545454545,0,0,95.23809523809526,0
87.5,0,0,100.0,1
90.27777777777779,0,0,100.0,0
93.75,0,0,95.71428571428571,1
98.79032258064517,99.6875,100.0,93.54430379746834,1
90.0,0,0,100.0,0
100.0,0,0,100.0,0
84.52380952380953,0,0,100.0,1
90.74074074074075,100.0,0,95.37037037037037,0
94.51754385964912,98.61111111111111,100.0,96.97222222222223,0
88.8888888888889,0,0,100.0,1
87.5,0,0,100.0,0
92.5925925925926,0,0,100.0,0
97.36842105263158,0,0,96.7741935483871,1
85.1904761904762,90.0,100.0,93.75661375661375,1
84.52380952380953,0,0,100.0,0
100.0,0,0,100.0,1
83.33333333333333,0,0,95.0,0
95.83333333333334,100.0,0,94.62365591397848,0